job_id,subtime,start_time,finish_time,waiting_time
40235,950458,950458.0,950622.0,0.0
40236,950621,950621.0,950622.0,0.0
40237,950629,950629.0,951004.0,0.0
40244,951305,951305.0,951326.0,0.0
40246,951674,951674.0,951695.0,0.0
40247,951767,951767.0,951814.0,0.0
40249,951834,951834.0,951923.0,0.0
40251,952126,952126.0,952171.0,0.0
40229,949896,949896.0,952241.0,0.0
40230,949918,949918.0,952242.0,0.0
40250,952106,952106.0,952314.0,0.0
40195,946561,948971.0,952696.0,2410.0
40259,955042,955042.0,956051.0,0.0
40280,957344,957344.0,957372.0,0.0
40282,957518,957518.0,957555.0,0.0
40284,957570,957570.0,957591.0,0.0
40265,955209,957909.0,957952.0,2700.0
40266,955389,958089.0,958099.0,2700.0
40268,955459,958159.0,958208.0,2700.0
40285,957595,957595.0,958512.0,0.0
40271,955790,958490.0,958526.0,2700.0
40294,958491,958512.0,958532.0,21.0
40293,958435,958512.0,958555.0,77.0
40298,958819,958819.0,958837.0,0.0
40264,955189,959442.0,959473.0,4253.0
40296,958536,958536.0,959509.0,0.0
40263,955188,957888.0,959515.0,2700.0
40295,958514,958526.0,959518.0,12.0
40302,959353,959509.0,959939.0,156.0
40308,960039,960039.0,960060.0,0.0
40311,960074,960074.0,960078.0,0.0
40309,960052,960052.0,960090.0,0.0
40261,955065,959371.0,960358.0,4306.0
40292,958204,960908.0,960950.0,2704.0
40262,955119,959371.0,961066.0,4252.0
40317,960872,960872.0,961066.0,0.0
40278,956831,961066.0,961115.0,4235.0
40286,957618,960318.0,961213.0,2700.0
40320,961103,961103.0,961220.0,0.0
40325,961370,961370.0,961389.0,0.0
40322,961188,961188.0,961469.0,0.0
40326,961396,961396.0,961477.0,0.0
40330,961626,961626.0,961644.0,0.0
40327,961490,961490.0,961712.0,0.0
40331,961646,961646.0,961734.0,0.0
40314,960743,960743.0,961744.0,0.0
40315,960767,960767.0,961746.0,0.0
40332,961749,961749.0,961818.0,0.0
40321,961142,961142.0,961845.0,0.0
40260,955060,959514.0,961893.0,4454.0
40336,962095,962095.0,962171.0,0.0
40337,962183,962183.0,962251.0,0.0
40338,962302,962302.0,962360.0,0.0
40283,957559,961115.0,962414.0,3556.0
40339,962367,962367.0,962429.0,0.0
40340,962438,962438.0,962500.0,0.0
40341,962509,962509.0,962582.0,0.0
40343,962627,962627.0,962689.0,0.0
40344,962732,962732.0,962747.0,0.0
40333,961873,961873.0,962818.0,0.0
40334,961894,961894.0,962820.0,0.0
40345,962795,962795.0,962855.0,0.0
40301,959324,962414.0,962873.0,3090.0
40346,962861,962861.0,962930.0,0.0
40299,958912,961893.0,963017.0,2981.0
40349,962962,962962.0,963019.0,0.0
40351,963116,963116.0,963204.0,0.0
40354,963231,963231.0,963301.0,0.0
40310,960066,962873.0,963317.0,2807.0
40359,963502,963502.0,963520.0,0.0
40352,963136,963136.0,963543.0,0.0
40348,962938,962938.0,963545.0,0.0
40316,960827,963317.0,963555.0,2490.0
40358,963478,963478.0,963606.0,0.0
40361,963675,963675.0,963718.0,0.0
40362,963731,963731.0,963770.0,0.0
40366,964050,964050.0,964078.0,0.0
40319,961087,963555.0,964311.0,2468.0
40364,963866,963866.0,964533.0,0.0
40372,964807,964807.0,964827.0,0.0
40347,962902,964311.0,964955.0,1409.0
40377,965057,965057.0,965132.0,0.0
40367,964085,964085.0,965183.0,0.0
40368,964107,964107.0,965185.0,0.0
40378,965376,965376.0,965442.0,0.0
40379,965388,965388.0,965443.0,0.0
40381,965477,965477.0,965539.0,0.0
40383,965552,965552.0,965609.0,0.0
40385,965601,965601.0,965661.0,0.0
40386,965665,965665.0,965719.0,0.0
40384,965583,965583.0,965720.0,0.0
40387,965672,965672.0,965724.0,0.0
40388,965721,965721.0,965815.0,0.0
40391,965840,965840.0,965942.0,0.0
40313,960557,963017.0,965959.0,2460.0
40392,965933,965933.0,966004.0,0.0
40393,965945,965945.0,966035.0,0.0
40396,966015,966015.0,966081.0,0.0
40397,966050,966050.0,966130.0,0.0
40399,966146,966146.0,966154.0,0.0
40398,966107,966107.0,966165.0,0.0
40400,966174,966174.0,966180.0,0.0
40360,963536,964955.0,966207.0,1419.0
40401,966194,966194.0,966248.0,0.0
40363,963835,965959.0,966655.0,2124.0
40382,965548,966655.0,966828.0,1107.0
40404,966491,966491.0,967144.0,0.0
40411,967013,967228.0,967334.0,215.0
40407,966699,966699.0,967806.0,0.0
40408,966724,966724.0,967808.0,0.0
40417,967713,967874.0,967928.0,161.0
40415,967228,967713.0,968019.0,485.0
40390,965830,965830.0,968021.0,0.0
40420,967874,968050.0,968112.0,176.0
40422,968050,968050.0,968166.0,0.0
40270,955569,958490.0,968601.0,2921.0
40374,964876,966207.0,969069.0,1331.0
40389,965748,966828.0,969101.0,1080.0
40433,968977,969069.0,969259.0,92.0
40427,968378,969069.0,969424.0,691.0
40269,955507,959473.0,969648.0,3966.0
40435,969330,969648.0,969669.0,318.0
40403,966451,969069.0,969759.0,2618.0
40419,967743,970443.0,970463.0,2700.0
40441,970732,970732.0,970752.0,0.0
40409,966932,970720.0,970783.0,3788.0
40443,971049,971049.0,971066.0,0.0
40439,970597,970597.0,971144.0,0.0
40440,970628,970628.0,971144.0,0.0
40445,971240,971240.0,971247.0,0.0
40426,968236,969648.0,972459.0,1412.0
40450,971509,971509.0,972569.0,0.0
40451,971531,971531.0,972572.0,0.0
40459,972506,972506.0,972752.0,0.0
40454,971930,972459.0,972977.0,529.0
40457,972459,972977.0,972983.0,518.0
40458,972471,972983.0,973263.0,512.0
40466,973157,973263.0,973489.0,106.0
40468,973469,973489.0,973506.0,20.0
40470,973862,973862.0,974159.0,0.0
40446,971314,971314.0,974195.0,0.0
40472,974198,974198.0,974221.0,0.0
40471,973886,974159.0,974433.0,273.0
40476,974317,974317.0,974442.0,0.0
40475,974275,974275.0,974444.0,0.0
40478,974362,974444.0,974465.0,82.0
40444,971086,975366.0,975406.0,4280.0
40486,975223,975406.0,975425.0,183.0
40487,975226,975406.0,975436.0,180.0
40488,975452,975634.0,975657.0,182.0
40484,975131,975131.0,975773.0,0.0
40491,976141,976141.0,976161.0,0.0
40455,971962,975801.0,976288.0,3839.0
40485,975178,975773.0,976370.0,595.0
40490,975655,975655.0,976695.0,0.0
40489,975634,975773.0,976832.0,139.0
40494,976608,976832.0,976850.0,224.0
40495,977251,977251.0,977268.0,0.0
40477,974352,974442.0,977338.0,90.0
40467,973426,977663.0,977842.0,4237.0
40497,979500,979500.0,979514.0,0.0
40501,979802,979802.0,979845.0,0.0
40502,979857,979857.0,979876.0,0.0
40500,979785,979785.0,979961.0,0.0
40424,968128,969069.0,980568.0,941.0
40423,968051,969101.0,980677.0,1050.0
40506,980064,980611.0,981131.0,547.0
40505,979988,980677.0,981272.0,689.0
40503,979881,979881.0,981978.0,0.0
40504,979903,979903.0,981980.0,0.0
40492,976440,976440.0,982139.0,0.0
40519,982092,982092.0,982144.0,0.0
40518,982070,982070.0,982150.0,0.0
40512,980676,980676.0,982161.0,0.0
40493,976466,976695.0,982368.0,229.0
40510,980611,981272.0,982833.0,661.0
40499,979721,984032.0,984270.0,4311.0
40522,982195,984270.0,990003.0,2075.0
40537,990666,990666.0,990675.0,0.0
40524,987965,990003.0,991981.0,2038.0
40523,987941,990003.0,992002.0,2062.0
40527,988257,990003.0,993801.0,1746.0
40526,988203,990003.0,993852.0,1800.0
40521,982148,985068.0,994967.0,2920.0
40545,992059,999202.0,999308.0,7143.0
40552,992417,999308.0,1008903.0,6891.0
40550,992354,999308.0,1008961.0,6954.0
40546,992171,999308.0,1009143.0,7137.0
40648,1016966,1019666.0,1019696.0,2700.0
40638,1016070,1019666.0,1020536.0,3596.0
40624,1002023,1011661.0,1021488.0,9638.0
40665,1022962,1022962.0,1023019.0,0.0
40666,1023228,1023228.0,1023302.0,0.0
40630,1014484,1024188.0,1024218.0,9704.0
40667,1023320,1024218.0,1024301.0,898.0
40669,1024876,1024876.0,1024892.0,0.0
40668,1024858,1024858.0,1025049.0,0.0
40670,1025042,1025042.0,1025104.0,0.0
40671,1025142,1025142.0,1025214.0,0.0
40672,1025339,1025339.0,1025368.0,0.0
40674,1025800,1025800.0,1025819.0,0.0
40692,1027669,1030502.0,1030544.0,2833.0
40707,1029735,1030544.0,1030548.0,809.0
40708,1029967,1030544.0,1030549.0,577.0
40689,1027550,1030502.0,1030554.0,2952.0
40710,1030008,1030544.0,1030560.0,536.0
40706,1029668,1030544.0,1030565.0,876.0
40711,1030011,1030548.0,1030569.0,537.0
40716,1030440,1030560.0,1030569.0,120.0
40712,1030041,1030549.0,1030571.0,508.0
40720,1030645,1030645.0,1030689.0,0.0
40722,1030796,1030796.0,1030822.0,0.0
40723,1030919,1030919.0,1030966.0,0.0
40694,1028367,1031067.0,1031121.0,2700.0
40714,1030205,1030554.0,1031229.0,349.0
40726,1031095,1031229.0,1031258.0,134.0
40731,1031526,1031526.0,1031542.0,0.0
40732,1031563,1031563.0,1031582.0,0.0
40699,1028988,1031688.0,1031712.0,2700.0
40724,1030930,1031121.0,1031757.0,191.0
40734,1031755,1031757.0,1031793.0,2.0
40702,1029137,1031837.0,1031858.0,2700.0
40736,1031867,1031867.0,1031893.0,0.0
40737,1031901,1031901.0,1031927.0,0.0
40703,1029202,1031902.0,1031928.0,2700.0
40704,1029222,1031922.0,1031943.0,2700.0
40738,1031972,1031972.0,1032010.0,0.0
40739,1032026,1032026.0,1032064.0,0.0
40733,1031624,1031624.0,1032277.0,0.0
40747,1032696,1032696.0,1032713.0,0.0
40746,1032661,1032661.0,1032749.0,0.0
40748,1032746,1032746.0,1032787.0,0.0
40750,1033091,1033091.0,1033097.0,0.0
40744,1032499,1032499.0,1033136.0,0.0
40751,1033575,1033575.0,1033594.0,0.0
40754,1033724,1033724.0,1033767.0,0.0
40755,1033827,1033827.0,1033878.0,0.0
40752,1033580,1033580.0,1033926.0,0.0
40757,1034151,1034151.0,1034204.0,0.0
40760,1034217,1034217.0,1034244.0,0.0
40759,1034213,1034213.0,1034265.0,0.0
40756,1033977,1033977.0,1034339.0,0.0
40767,1034485,1034485.0,1034505.0,0.0
40769,1034586,1034586.0,1034590.0,0.0
40768,1034576,1034586.0,1034607.0,10.0
40771,1034808,1034808.0,1034815.0,0.0
40770,1034618,1034808.0,1035120.0,190.0
40772,1034966,1035144.0,1035147.0,178.0
40676,1026026,1026026.0,1035264.0,0.0
40775,1035267,1035267.0,1035292.0,0.0
40776,1035276,1035276.0,1035294.0,0.0
40774,1035144,1035144.0,1035487.0,0.0
40780,1035862,1036118.0,1036127.0,256.0
40766,1034479,1034485.0,1036158.0,6.0
40784,1036118,1036118.0,1036266.0,0.0
40788,1036311,1036311.0,1036352.0,0.0
40789,1036390,1036390.0,1036435.0,0.0
40790,1036508,1036508.0,1036570.0,0.0
40791,1036519,1036519.0,1036606.0,0.0
40793,1036734,1036734.0,1036802.0,0.0
40764,1034393,1035264.0,1037028.0,871.0
40627,1002374,1009143.0,1038183.0,6769.0
